datum;gremium;top;titel;beschlussstatus;berichte;beschlusshinweis;abstimmungshinweis
2024-04-11;Marktgemeinderat;4.1;Oberflächenbehandlung von Straßen im Gemeindegebiet - Beschlussfassung (beschließend);beschließend vorgesehen;1;Oberflächenbehandlung von Straßen im Gemeindegebiet Der Marktgemeinderat beschloss einstimmig, den Auftrag für die Oberflächenbehandlung von Straßen und Wanderwege an die Firma Babic aus Igling zu den Konditionen der vom Landkreis durchgeführten Ausschreibung zu vergeben.;einstimmig
2024-04-11;Marktgemeinderat;4.2;Straßensanierungsmaßnahmen 2024 - Beschlussfassung (beschließend);beschließend vorgesehen;1;April 2024 Einzelhandels- und Gastronomiekonzept: Zwischenbericht Bestandserhebung und Ergebnisse der Umfrage Der Markt Oberstaufen beauftragte die Gesellschaft für Markt - und Absatzforschung mbH (GMA) zur Erstellung eines Einzelhandels - und Gastronomiekonzeptes für das Ortszentrum Oberstaufen.;
2024-04-11;Marktgemeinderat;5;Genehmigung der letzten öffentlichen Sitzungsniederschrift (beschließend);beschließend vorgesehen;1;;
2024-04-11;Marktgemeinderat;6;Anfragen und Bekanntgaben (informativ);kein beschließender TOP-Titel;1;;
2024-04-11;Marktgemeinderat;6.1;Situation Kinderbetreuung (informativ);kein beschließender TOP-Titel;1;;
2024-03-14;Marktgemeinderat;1;Anträge zur Tagesordnung (beschließend);beschließend vorgesehen;1;;
2024-03-14;Marktgemeinderat;2;Oberstaufen Tourismus Marketing GmbH, Wirtschaftsplan 2024 - Beschlussfassung (beschließend);beschließend vorgesehen;1;März 2024 Oberstaufen Tourismus Marketing GmbH: Wirtschaftsplan 2024 Die OTM GmbH stellte den Wirtschaftsplan 2024 vor. Er schließt im Erfolgsplan mit Erträgen und Aufwendungen jeweils in Höhe von 7.;
2024-03-14;Marktgemeinderat;3;Tourismus Eigenbetrieb Oberstaufen, Wirtschaftsplan 2024 - Beschlussfassung (beschließend);beschließend vorgesehen;1;März 2024 Oberstaufen Tourismus Marketing GmbH: Wirtschaftsplan 2024 Die OTM GmbH stellte den Wirtschaftsplan 2024 vor. Er schließt im Erfolgsplan mit Erträgen und Aufwendungen jeweils in Höhe von 7.;
2024-03-14;Marktgemeinderat;4;Genehmigung Haushaltsplan mit Haushaltssatzung 2024 samt Anlagen - Beschlussfassung (beschließend);beschließend vorgesehen;1;März 2024 Oberstaufen Tourismus Marketing GmbH: Wirtschaftsplan 2024 Die OTM GmbH stellte den Wirtschaftsplan 2024 vor. Er schließt im Erfolgsplan mit Erträgen und Aufwendungen jeweils in Höhe von 7.;
2024-03-14;Marktgemeinderat;5;Bauvorhaben Schlossberg Resort: Festlegung des endgültigen Planungsentwurfs - Beschlussfassung (beschließend);beschließend vorgesehen;1;Der Haushalt des Marktes Oberstaufen hat im Verwaltungshaushalt Einnahmen und Ausgaben in Höhe von 34 ,3 Mio. Euro und im Vermögenshaushalt Einnahmen und Ausgaben in Höhe von 12,3 Mio.;
2024-03-14;Marktgemeinderat;6;"Bauleitplanverfahren; Satzungsbeschluss zum vorhabenbezogenen Bebauungsplan ""Am Stießberg - Bauvorhaben Schöttner"" (beschließend)";beschließend vorgesehen;1;Bauvorhaben Schlossberg Resort: Festlegung des endgültigen Planungsentwurfs In der vom Bauherrn freiwillig durchgeführten vorzeitigen B ehörden- und Bürgerbeteiligung gingen verschiedene Anmerkungen zu dem beschlossenen Siegerentwurf ein.;
2024-03-14;Marktgemeinderat;7;Ehemaliges Krankenhaus, Schloßstraße 28 (beschließend);beschließend vorgesehen;1;Ehemaliges Krankenhaus, Schloßstraße 28 Auftragsvergabe für die Planungsleistungen zu Statik und Heizung, Lüftung, Sanitär, Elektrik Für die Planungsleistungen „Statik“ und „Heizung / Lüftung / Sanitär / Elektro (HLSE)“ wurden entsprechende VGV -Verfahren durchgeführt. Der Marktgemeinderat beschloss einstimmig nachfolgende Aufträge zu vergeben Statik: Ing.;einstimmig
2024-03-14;Marktgemeinderat;7.1;Auftragsvergabe für die Planungsleistungen zu Statik und Heizung, Lüftung, Sanitär, Elektrik - Beschlussfassung (beschließend);beschließend vorgesehen;1;Der Haushalt des Marktes Oberstaufen hat im Verwaltungshaushalt Einnahmen und Ausgaben in Höhe von 34 ,3 Mio. Euro und im Vermögenshaushalt Einnahmen und Ausgaben in Höhe von 12,3 Mio.;
2024-03-14;Marktgemeinderat;7.2;Information zu aktualisierten Wohnungsgrundrissplänen (informativ);kein beschließender TOP-Titel;1;März 2024 in einer Bürgerinformationsveranstaltung gemeinsam mit der Firma Geiger im Kurhaus vorgestellt. Um im Bauleitplanverfahren den nächsten Schritt einzuleiten (Auswertung der Beteiligung und Abwägung) hatte sich der Marktgemeinderat nun auf eine Variante festzulegen.;
2024-03-14;Marktgemeinderat;8;Tourismus Eigenbetrieb Oberstaufen (TEO) (beschließend);beschließend vorgesehen;1;März 2024 Oberstaufen Tourismus Marketing GmbH: Wirtschaftsplan 2024 Die OTM GmbH stellte den Wirtschaftsplan 2024 vor. Er schließt im Erfolgsplan mit Erträgen und Aufwendungen jeweils in Höhe von 7.281.696,00 Euro ab, was zu einem Jahresergebnis in Höhe von 0,00 Euro führt.;
2024-03-14;Marktgemeinderat;8.1;Beschaffung Wanderwegpflegegerät (Zuschussantrag) - Beschlussfassung (beschließend);beschließend vorgesehen;1;Der Haushalt des Marktes Oberstaufen hat im Verwaltungshaushalt Einnahmen und Ausgaben in Höhe von 34 ,3 Mio. Euro und im Vermögenshaushalt Einnahmen und Ausgaben in Höhe von 12,3 Mio.;
2024-03-14;Marktgemeinderat;8.2;Ersatzbeschaffung Transportfahrzeug für Gärtnereibetrieb - Beschlussfassung (beschließend);beschließend vorgesehen;1;Der Haushalt des Marktes Oberstaufen hat im Verwaltungshaushalt Einnahmen und Ausgaben in Höhe von 34 ,3 Mio. Euro und im Vermögenshaushalt Einnahmen und Ausgaben in Höhe von 12,3 Mio.;
2024-03-14;Marktgemeinderat;9;"Beteiligung am Projekt ""Gästeticket Bus und Bahn"" des Landkreises Oberallgäu und der Stadt Kempten - Beschlussfassung (beschließend)";beschließend vorgesehen;1;Bauvorhaben Schlossberg Resort: Festlegung des endgültigen Planungsentwurfs In der vom Bauherrn freiwillig durchgeführten vorzeitigen B ehörden- und Bürgerbeteiligung gingen verschiedene Anmerkungen zu dem beschlossenen Siegerentwurf ein. Die wesentlichen Punkte , die Anlass für Bedenken waren, waren die Turmhöhe, eine mögliche Verschattung, die Fassadengestaltung in Richtung Ort sowie die Verkehrsanbindung.;
2024-03-14;Marktgemeinderat;10;Erlass einer Verordnung über das Offenhalten von Verkaufsstellen (verkaufsoffene Sonntage) - Beschlussfassung (beschließend);beschließend vorgesehen;1;484,94 Euro aus und weist damit einen geplanten Überschuss in Höhe von 53.097,06 Euro aus. Der Vermögensplan ist mit Einnahmen und Ausgaben in Höhe von je 4.001.688,00 Euro ausgeglichen. Der Gesamtbetrag der im Vermögens - sowie Finanzplan vorgesehenen Kreditaufnahme wird auf 2.;
2024-03-14;Marktgemeinderat;11;Genehmigung der letzten öffentlichen Sitzungsniederschrift (beschließend);beschließend vorgesehen;1;;
2024-03-14;Marktgemeinderat;12;Anfragen und Bekanntgaben (informativ);kein beschließender TOP-Titel;1;;
2024-03-06;Bau- und Umweltausschuss;1;Anträge zur Tagesordnung (beschließend);beschließend vorgesehen;0;;
2024-03-06;Bau- und Umweltausschuss;2;Bauanträge (beschließend);beschließend vorgesehen;0;;
2024-03-06;Bau- und Umweltausschuss;2.1;"Lindauer Straße 16, Fl.-Nr. 43, Gemarkung Oberstaufen; Umbau und Sanierung des ""Henne-Hauses"" zu einer Gastwirtschaft im Scheunenteil und einem Café im EG des Wohnteils und einer Betriebsleiterwohnung im OG des Wohnteils (beschließend)";beschließend vorgesehen;0;;
2024-03-06;Bau- und Umweltausschuss;2.2;"Meerau 37, Fl.-Nr. 1746, Gemarkung Oberstaufen; Temporäre Erweiterung an das bestehende ""Haus am See"" (beschließend)";beschließend vorgesehen;0;;
2024-03-06;Bau- und Umweltausschuss;2.3;"Paradiesweg, Fl.-Nr. 896/10, Gemarkung Oberstaufen; Neubau Einfamilienhaus mit Garagen (beschließend)";beschließend vorgesehen;0;;
2024-03-06;Bau- und Umweltausschuss;2.4;"Kirchplatz 8, Fl.-Nr. 117, Gemarkung Oberstaufen; Antrag auf Nutzungsänderung von leerstehenden Räumen zu Personalzimmern und Gewerbeeinheit (beschließend)";beschließend vorgesehen;0;;
2024-03-06;Bau- und Umweltausschuss;2.5;"Kirchdorfer Straße 19, 21; Fl.-Nr. 64, Gemarkung Thalkirchdorf; Nutzungsänderung der Wohnung in eine Ferienwohnung mit Einbau eines Galeriegeschosses (beschließend)";beschließend vorgesehen;0;;
2024-03-06;Bau- und Umweltausschuss;2.6;"In der Au 2, Fl.-Nrn. 716 und 717, Gemarkung Aach i. Allg.; Abbruch der bestehenden Tenne u. Wiederaufbau mit integriertem bzw. angebautem Schafstall sowie Erweiterung des best. Maschinenstadels zur überdachten Mistlege u. zum Maschinenstadel (beschließend)";beschließend vorgesehen;0;;
2024-03-06;Bau- und Umweltausschuss;2.7;"Wengen 11, Fl.-Nr. 2033/5, Gemarkung Oberstaufen; Neubau einer Maschinen-Überdachung (beschließend)";beschließend vorgesehen;0;;
2024-03-06;Bau- und Umweltausschuss;2.8;"Bahnhofstraße 3, Fl.-Nrn. 75/1 u. 105, Gemarkung Oberstaufen; Nutzungsänderung der Wohnung 4 im 1. OG in eine gewerbliche Ferienwohnung (beschließend)";beschließend vorgesehen;0;;
2024-03-06;Bau- und Umweltausschuss;2.9;"Laufenegg 1, Fl.-Nr. 997, Gemarkung Oberstaufen; Erweiterung von drei auf fünf Wohnungen (beschließend)";beschließend vorgesehen;0;;
2024-03-06;Bau- und Umweltausschuss;3;Bauvoranfragen;kein beschließender TOP-Titel;0;;
2024-03-06;Bau- und Umweltausschuss;3.1;"Sinswang 12, Fl.-Nr. 3768, Gemarkung Oberstaufen; Nutzungsänderung der bisherigen temporären Wohnnutzung des Funktionsgebäudes am Stall zu einer ständigen Wohnung (beschließend)";beschließend vorgesehen;0;;
2024-03-06;Bau- und Umweltausschuss;3.2;"Bgm.-Hertlein-Straße 1, Fl.-Nr. 369/5, Gemarkung Oberstaufen; Generalsanierung und Erweiterung des bestehenden Hotels ""Königshof City Garni"" und Neubau einer Tiefgarage (beschließend)";beschließend vorgesehen;0;;
2024-03-06;Bau- und Umweltausschuss;4;Auftragsvergaben (beschließend);beschließend vorgesehen;0;;
2024-03-06;Bau- und Umweltausschuss;4.1;Signalanbindung der Prozessleittechnik Klärwerk an die neuen Steuerungssysteme (beschließend);beschließend vorgesehen;0;;
2024-03-06;Bau- und Umweltausschuss;5;"Bauleitplanung; 1. Änderung des Bebauungsplanes ""Auf der Halde"" Wiedemannsdorf - Beratung der verschiedenen Planungsvorschläge zum flächensparenden Bauen (vorberatend)";kein beschließender TOP-Titel;0;;
2024-03-06;Bau- und Umweltausschuss;6;Genehmigung der letzten öffentlichen Sitzungsniederschrift (beschließend);beschließend vorgesehen;0;;
2024-03-06;Bau- und Umweltausschuss;7;Anfragen und Bekanntgaben (informativ);kein beschließender TOP-Titel;0;;
2024-03-06;Bau- und Umweltausschuss;7.1;Temporärer Funkmast (informativ);kein beschließender TOP-Titel;0;;
2024-03-06;Bau- und Umweltausschuss;7.2;Objekt: Konstanzer 37+43, Energetische Sanierung (informativ);kein beschließender TOP-Titel;0;;
2024-03-05;Haupt- und Finanzausschuss;1;Anträge zur Tagesordnung (beschließend);beschließend vorgesehen;0;;
2024-03-05;Haupt- und Finanzausschuss;2;Beratung Vermögenshaushalt 2024 mit Finanzplanung (vorberatend);kein beschließender TOP-Titel;0;;
2024-03-05;Haupt- und Finanzausschuss;3;Genehmigung der letzten öffentlichen Sitzungsniederschrift (beschließend);beschließend vorgesehen;0;;
2024-03-05;Haupt- und Finanzausschuss;4;Anfragen und Bekanntgaben (informativ);kein beschließender TOP-Titel;0;;
2024-03-04;Schulverbandsversammlung;1;Anträge zur Tagesordnung (vorberatend);kein beschließender TOP-Titel;0;;
2024-03-04;Schulverbandsversammlung;2;Beratung und Beschlussfassung des Haushaltplanes und der Haushaltssatzung 2024 mit Festsetzung der Schulverbandsumlage – Beschlussfassung (beschließend);beschließend vorgesehen;0;;
2024-03-04;Schulverbandsversammlung;3;Feststellung und Entlastung der Jahresrechnung 2020 – Beschlussfassung (beschließend);beschließend vorgesehen;0;;
2024-03-04;Schulverbandsversammlung;4;Feststellung und Entlastung der Jahresrechnung 2021 – Beschlussfassung (beschließend);beschließend vorgesehen;0;;
2024-03-04;Schulverbandsversammlung;5;Bekanntgabe der Jahresrechnung 2022 – Beschlussfassung (beschließend);beschließend vorgesehen;0;;
2024-03-04;Schulverbandsversammlung;6;Bericht über die überörtliche Rechnungsprüfung der Jahresrechnungen 2018 – 2021 und der Kasse (BKPV) – Beschlussfassung (beschließend);beschließend vorgesehen;0;;
2024-03-04;Schulverbandsversammlung;7;Anpassung der Mittagsbetreuungsgebühren ab 09.2024 (beschließend);beschließend vorgesehen;0;;
2024-03-04;Schulverbandsversammlung;8;Optimierung Mensaverpflegung (beschließend);beschließend vorgesehen;0;;
2024-03-04;Schulverbandsversammlung;9;Vergabe neue Heizungsregelung Schule und Turnhalle (beschließend);beschließend vorgesehen;0;;
2024-03-04;Schulverbandsversammlung;10;Anfragen und Bekanntgaben (informativ);kein beschließender TOP-Titel;0;;
2024-03-04;Schulverbandsversammlung;11;Genehmigung der letzten öffentlichen Sitzungsniederschrift;kein beschließender TOP-Titel;0;;
2024-02-29;Marktgemeinderat;1;Anträge zur Tagesordnung (beschließend);beschließend vorgesehen;1;;
2024-02-29;Marktgemeinderat;2;Vorstellung des Feuerwehrbedarfsplanes - Beschlussfassung (beschließend);beschließend vorgesehen;1;;
2024-02-29;Marktgemeinderat;3;Änderung der Satzung über Aufwendungs- und Kostenersatz für Einsätze und andere Leistungen gemeindlicher Feuerwehren - Beschlussfassung (beschließend);beschließend vorgesehen;1;;
2024-02-29;Marktgemeinderat;4;Anfragen und Bekanntgaben (informativ);kein beschließender TOP-Titel;1;;
2024-02-20;Haupt- und Finanzausschuss;1;Anträge zur Tagesordnung (beschließend);beschließend vorgesehen;0;;
2024-02-20;Haupt- und Finanzausschuss;2;Beratung Verwaltungshaushalt Markt Oberstaufen 2024 (vorberatend);kein beschließender TOP-Titel;0;;
2024-02-20;Haupt- und Finanzausschuss;3;"Zuschussantrag ""Oberstaufen handelt aktiv e. V."" - Beschlussfassung (beschließend)";beschließend vorgesehen;0;;
2024-02-20;Haupt- und Finanzausschuss;4;Genehmigung der letzten öffentlichen Sitzungsniederschrift (beschließend);beschließend vorgesehen;0;;
2024-02-20;Haupt- und Finanzausschuss;5;Anfragen und Bekanntgaben (informativ);kein beschließender TOP-Titel;0;;
2024-02-08;Marktgemeinderat;1;Anträge zur Tagesordnung (beschließend);beschließend vorgesehen;1;;
2024-02-08;Marktgemeinderat;2;Freibad Thalkirchdorf - Baubeschluss (beschließend);beschließend vorgesehen;1;Februar 2024 Freibad Thalkirchdorf – Baubeschluss Seit vielen Jahren beschäftigt das Thema Freibad Thalkirchdorf das Gremium. In der Sitzung des Marktgemeinderates am 10. November 2022 hatte man sich auf den grundsätzlichen Planungsentwurf festgelegt.;
2024-02-08;Marktgemeinderat;3;Bebauungsplan Thalkirchdorf Mitte - Herstellung und Fortsetzung der festgesetzen Verkehrsfläche (Erschließungsstraße) - Beschlussfassung (beschließend);beschließend vorgesehen;1;Februar 2024 Freibad Thalkirchdorf – Baubeschluss Seit vielen Jahren beschäftigt das Thema Freibad Thalkirchdorf das Gremium. In der Sitzung des Marktgemeinderates am 10. November 2022 hatte man sich auf den grundsätzlichen Planungsentwurf festgelegt.;
2024-02-08;Marktgemeinderat;4;Ortsdurchfahrt Oberstaufen, Auftragsvergabe BA 5.2 Lindauerstraße, Einkaufspromenade - Beschlussfassung;kein beschließender TOP-Titel;1;2 Lindauerstraße, Einkaufspromenade In der Sitzung des Marktgemeinderates vom 19. Oktober 2023 wurde die Umsetzung des Bauabschnitts 5.2 beschlossen und im Anschluss durch die Verwaltung die weiteren Schritte eingeleitet.;
2024-02-08;Marktgemeinderat;5;Färberhaus, Auftragsvergabe Anbau Aufzug - Beschlussfassung;kein beschließender TOP-Titel;1;2 Lindauerstraße, Einkaufspromenade In der Sitzung des Marktgemeinderates vom 19. Oktober 2023 wurde die Umsetzung des Bauabschnitts 5.2 beschlossen und im Anschluss durch die Verwaltung die weiteren Schritte eingeleitet. Die Planunterlagen wurden überarbeitet und angepasst und der Zuschussantrag eingereicht.;
2024-02-08;Marktgemeinderat;6;Bauhof, Auftragsvergabe Unimog - Beschlussfassung;kein beschließender TOP-Titel;1;2 Lindauerstraße, Einkaufspromenade In der Sitzung des Marktgemeinderates vom 19. Oktober 2023 wurde die Umsetzung des Bauabschnitts 5.2 beschlossen und im Anschluss durch die Verwaltung die weiteren Schritte eingeleitet. Die Planunterlagen wurden überarbeitet und angepasst und der Zuschussantrag eingereicht.;
2024-02-08;Marktgemeinderat;7;Gestaltung Ortseingang am Telekomgebäude, Rainwaldstr. 5, hier: Zuschussantrag - Beschlussfassung;kein beschließender TOP-Titel;1;Hierbei einigte man sich darauf, dass die Einbeziehung der Konstanzer Ach mit aufgeweitetem Gewässer entfallen soll, was sich insbesondere auf die laufenden Unterhaltskosten auswirken wird. Außerdem soll der Spielplatz beim Festsaal wegfallen, somit entfällt auch das zusätzliche Brückenbauwerk.;
2024-02-08;Marktgemeinderat;8;Pflastersanierung in der Fußgängerzone Schloßstraße bis Kirchplatz - Beschlussfassung;kein beschließender TOP-Titel;1;- 5 - Pflastersanierung in der Fußgängerzone Schloßstraße bis Kirchplatz Die bereits seit längerem anstehende Pflastersanierung in der inneren Schloßstraße sowie des Kirchplatzes soll in 2025 angegangen werden. Aufgrund der Größe dieser Fläche ist geplant, dass diese Maßnahme in zwei Bauabschnitten umgesetzt wird. Nach Rücksprache mit der Regierung von Schwaben ist eine Förderung über die Städtebauförderung möglich.;
2024-02-08;Marktgemeinderat;9;Antragstellung Richtlinien für Zuwendungen in wasserwirtschaftlichen Verfahren (RZWas), Härtefallregelung - Beschlussfassung (beschließend);beschließend vorgesehen;1;Die Verwaltung wurde ermächtigt die entsprechenden Vergabeverfahren einzuleiten um dann die weitere Planung in Auftrag geben zu können. - 2 - Bebauungsplan Thalkirchdorf Mitte – Herstellung und Festsetzung der festgesetzten Verkehrsfläche (Erschließungsstraße) In der Ortsmitte Thalkirchdorf besteht seit 1963 der Bebauungsplan „Gemeinde Thalkirchdorf Neubaugebiet Ortsmitte“.;
2024-02-08;Marktgemeinderat;10;Wasserversorgung Imberg-Gebiet, Vergabe Ingenieurleistungen und Antragstellung für Zuschuss - Beschlussfassung (beschließend);beschließend vorgesehen;1;Die Verwaltung wurde ermächtigt die entsprechenden Vergabeverfahren einzuleiten um dann die weitere Planung in Auftrag geben zu können. - 2 - Bebauungsplan Thalkirchdorf Mitte – Herstellung und Festsetzung der festgesetzten Verkehrsfläche (Erschließungsstraße) In der Ortsmitte Thalkirchdorf besteht seit 1963 der Bebauungsplan „Gemeinde Thalkirchdorf Neubaugebiet Ortsmitte“.;
2024-02-08;Marktgemeinderat;11;Genehmigung der letzten öffentlichen Sitzungsniederschrift (beschließend);beschließend vorgesehen;1;;
2024-02-08;Marktgemeinderat;12;Anfragen und Bekanntgaben (informativ);kein beschließender TOP-Titel;1;;
2024-02-05;Tourismusausschuss;1;Anträge zur Tagesordnung;kein beschließender TOP-Titel;0;;
2024-02-05;Tourismusausschuss;2;Genehmigung der letzten öffentlichen Sitzungsniederschrift;kein beschließender TOP-Titel;0;;
2024-02-05;Tourismusausschuss;3;Wirtschaftsplan Tourismus Eigenbetrieb Oberstaufen 2024 - Vorberatung (vorberatend);kein beschließender TOP-Titel;0;;
2024-02-05;Tourismusausschuss;4;Genehmigung des Gesellschafterbeschlusses der Oberallgäu-Tourismus-Service GmbH (OATS) zur Barkapitalerhöhung - Beschlussfassung (beschließend);beschließend vorgesehen;0;;
2024-02-05;Tourismusausschuss;5;Sachstand Gestaltung Vorplatz Haus des Gastes (informativ);kein beschließender TOP-Titel;0;;
